className, methodName, methodDesc, owner, name, desc, groupId, artifactId, version, size, ext
akka/dispatch/Mailbox, updateStatus, (II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/dispatch/Mailbox, setStatus, (I)V, sun/misc/Unsafe, putIntVolatile, (Ljava/lang/Object;JI)V, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/dispatch/Mailbox, systemQueueGet, ()Lakka/dispatch/SystemMessage;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/dispatch/Mailbox, systemQueuePut, (Lakka/dispatch/SystemMessage;Lakka/dispatch/SystemMessage;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/dispatch/MessageDispatcher, akka$dispatch$MessageDispatcher$$addInhabitants, (J)J, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/dispatch/MessageDispatcher, inhabitants, ()J, sun/misc/Unsafe, getLongVolatile, (Ljava/lang/Object;J)J, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/dispatch/MessageDispatcher, akka$dispatch$MessageDispatcher$$shutdownSchedule, ()I, sun/misc/Unsafe, getIntVolatile, (Ljava/lang/Object;J)I, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/dispatch/MessageDispatcher, akka$dispatch$MessageDispatcher$$updateShutdownSchedule, (II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/AbstractCircuitBreaker, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/AbstractPromiseActorRef, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/AbstractPromiseActorRef, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/CircuitBreaker, swapState, (Lakka/pattern/CircuitBreaker$State;Lakka/pattern/CircuitBreaker$State;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/CircuitBreaker, currentState, ()Lakka/pattern/CircuitBreaker$State;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/PromiseActorRef, watchedBy, ()Lscala/collection/immutable/Set;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/PromiseActorRef, updateWatchedBy, (Lscala/collection/immutable/Set;Lscala/collection/immutable/Set;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/PromiseActorRef, state, ()Ljava/lang/Object;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/PromiseActorRef, updateState, (Ljava/lang/Object;Ljava/lang/Object;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/pattern/PromiseActorRef, setState, (Ljava/lang/Object;)V, sun/misc/Unsafe, putObjectVolatile, (Ljava/lang/Object;JLjava/lang/Object;)V, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/util/internal/HashedWheelTimer$HashedWheelTimeout, state, ()I, sun/misc/Unsafe, getIntVolatile, (Ljava/lang/Object;J)I, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/util/internal/HashedWheelTimer$HashedWheelTimeout, updateState, (II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/util/internal/HashedWheelTimer$HashedWheelTimeout, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC3, 2.1.0-RC3, 1889057, jar
akka/actor/AbstractActorRef, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/RepointableActorRef, underlying, ()Lakka/actor/Cell;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/RepointableActorRef, swapCell, (Lakka/actor/Cell;)Lakka/actor/Cell;, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/AbstractActorCell, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/AbstractActorCell, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/AbstractActorCell, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/Children$class, childrenRefs, (Lakka/actor/ActorCell;)Lakka/actor/dungeon/ChildrenContainer;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/Children$class, swapChildrenRefs, (Lakka/actor/ActorCell;Lakka/actor/dungeon/ChildrenContainer;Lakka/actor/dungeon/ChildrenContainer;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/Children$class, setTerminated, (Lakka/actor/ActorCell;)V, sun/misc/Unsafe, putObjectVolatile, (Ljava/lang/Object;JLjava/lang/Object;)V, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/Children$class, inc$1, (Lakka/actor/ActorCell;)J, sun/misc/Unsafe, getLongVolatile, (Ljava/lang/Object;J)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/Children$class, inc$1, (Lakka/actor/ActorCell;)J, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/Dispatch$class, mailbox, (Lakka/actor/ActorCell;)Lakka/dispatch/Mailbox;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/actor/dungeon/Dispatch$class, swapMailbox, (Lakka/actor/ActorCell;Lakka/dispatch/Mailbox;)Lakka/dispatch/Mailbox;, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/AbstractMailbox, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/AbstractMailbox, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/AbstractMessageDispatcher, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/AbstractMessageDispatcher, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/Mailbox, status, ()I, sun/misc/Unsafe, getIntVolatile, (Ljava/lang/Object;J)I, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/Mailbox, updateStatus, (II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/Mailbox, setStatus, (I)V, sun/misc/Unsafe, putIntVolatile, (Ljava/lang/Object;JI)V, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/Mailbox, systemQueueGet, ()Lakka/dispatch/SystemMessage;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/Mailbox, systemQueuePut, (Lakka/dispatch/SystemMessage;Lakka/dispatch/SystemMessage;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/MessageDispatcher, akka$dispatch$MessageDispatcher$$addInhabitants, (J)J, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/MessageDispatcher, inhabitants, ()J, sun/misc/Unsafe, getLongVolatile, (Ljava/lang/Object;J)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/MessageDispatcher, akka$dispatch$MessageDispatcher$$shutdownSchedule, ()I, sun/misc/Unsafe, getIntVolatile, (Ljava/lang/Object;J)I, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/dispatch/MessageDispatcher, akka$dispatch$MessageDispatcher$$updateShutdownSchedule, (II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/AbstractCircuitBreaker, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/AbstractPromiseActorRef, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/AbstractPromiseActorRef, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/CircuitBreaker, swapState, (Lakka/pattern/CircuitBreaker$State;Lakka/pattern/CircuitBreaker$State;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/CircuitBreaker, currentState, ()Lakka/pattern/CircuitBreaker$State;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/PromiseActorRef, watchedBy, ()Lscala/collection/immutable/Set;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/PromiseActorRef, updateWatchedBy, (Lscala/collection/immutable/Set;Lscala/collection/immutable/Set;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/PromiseActorRef, state, ()Ljava/lang/Object;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/PromiseActorRef, updateState, (Ljava/lang/Object;Ljava/lang/Object;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/pattern/PromiseActorRef, setState, (Ljava/lang/Object;)V, sun/misc/Unsafe, putObjectVolatile, (Ljava/lang/Object;JLjava/lang/Object;)V, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/util/internal/HashedWheelTimer$HashedWheelTimeout, state, ()I, sun/misc/Unsafe, getIntVolatile, (Ljava/lang/Object;J)I, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/util/internal/HashedWheelTimer$HashedWheelTimeout, updateState, (II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
akka/util/internal/HashedWheelTimer$HashedWheelTimeout, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, com.typesafe.akka, akka-actor_2.10.0-RC1, 2.1.0-RC1, 1882338, jar
org/fusesource/lmdbjni/DirectBuffer, setMemory, (IIB)V, sun/misc/Unsafe, setMemory, (Ljava/lang/Object;JJB)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getLong, (ILjava/nio/ByteOrder;)J, sun/misc/Unsafe, getLong, (Ljava/lang/Object;J)J, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putLong, (IJLjava/nio/ByteOrder;)V, sun/misc/Unsafe, putLong, (Ljava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getLong, (I)J, sun/misc/Unsafe, getLong, (Ljava/lang/Object;J)J, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putLong, (IJ)V, sun/misc/Unsafe, putLong, (Ljava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getLongVolatile, (I)J, sun/misc/Unsafe, getLongVolatile, (Ljava/lang/Object;J)J, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putLongVolatile, (IJ)V, sun/misc/Unsafe, putLongVolatile, (Ljava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putLongOrdered, (IJ)V, sun/misc/Unsafe, putOrderedLong, (Ljava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, addLongOrdered, (IJ)V, sun/misc/Unsafe, getLong, (Ljava/lang/Object;J)J, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, addLongOrdered, (IJ)V, sun/misc/Unsafe, putOrderedLong, (Ljava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, compareAndSetLong, (IJJ)Z, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getInt, (ILjava/nio/ByteOrder;)I, sun/misc/Unsafe, getInt, (Ljava/lang/Object;J)I, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putInt, (IILjava/nio/ByteOrder;)V, sun/misc/Unsafe, putInt, (Ljava/lang/Object;JI)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getInt, (I)I, sun/misc/Unsafe, getInt, (Ljava/lang/Object;J)I, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putInt, (II)V, sun/misc/Unsafe, putInt, (Ljava/lang/Object;JI)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getIntVolatile, (I)I, sun/misc/Unsafe, getIntVolatile, (Ljava/lang/Object;J)I, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putIntVolatile, (II)V, sun/misc/Unsafe, putIntVolatile, (Ljava/lang/Object;JI)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putIntOrdered, (II)V, sun/misc/Unsafe, putOrderedInt, (Ljava/lang/Object;JI)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, addIntOrdered, (II)V, sun/misc/Unsafe, getInt, (Ljava/lang/Object;J)I, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, addIntOrdered, (II)V, sun/misc/Unsafe, putOrderedInt, (Ljava/lang/Object;JI)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, compareAndSetInt, (III)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getDouble, (ILjava/nio/ByteOrder;)D, sun/misc/Unsafe, getLong, (Ljava/lang/Object;J)J, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getDouble, (ILjava/nio/ByteOrder;)D, sun/misc/Unsafe, getDouble, (Ljava/lang/Object;J)D, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putDouble, (IDLjava/nio/ByteOrder;)V, sun/misc/Unsafe, putLong, (Ljava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putDouble, (IDLjava/nio/ByteOrder;)V, sun/misc/Unsafe, putDouble, (Ljava/lang/Object;JD)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getDouble, (I)D, sun/misc/Unsafe, getDouble, (Ljava/lang/Object;J)D, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putDouble, (ID)V, sun/misc/Unsafe, putDouble, (Ljava/lang/Object;JD)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getFloat, (ILjava/nio/ByteOrder;)F, sun/misc/Unsafe, getInt, (Ljava/lang/Object;J)I, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getFloat, (ILjava/nio/ByteOrder;)F, sun/misc/Unsafe, getFloat, (Ljava/lang/Object;J)F, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putFloat, (IFLjava/nio/ByteOrder;)V, sun/misc/Unsafe, putLong, (Ljava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putFloat, (IFLjava/nio/ByteOrder;)V, sun/misc/Unsafe, putFloat, (Ljava/lang/Object;JF)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getFloat, (I)F, sun/misc/Unsafe, getFloat, (Ljava/lang/Object;J)F, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putFloat, (IF)V, sun/misc/Unsafe, putFloat, (Ljava/lang/Object;JF)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getShort, (ILjava/nio/ByteOrder;)S, sun/misc/Unsafe, getShort, (Ljava/lang/Object;J)S, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putShort, (ISLjava/nio/ByteOrder;)V, sun/misc/Unsafe, putShort, (Ljava/lang/Object;JS)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getShort, (I)S, sun/misc/Unsafe, getShort, (Ljava/lang/Object;J)S, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putShort, (IS)V, sun/misc/Unsafe, putShort, (Ljava/lang/Object;JS)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getShortVolatile, (I)S, sun/misc/Unsafe, getShortVolatile, (Ljava/lang/Object;J)S, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putShortVolatile, (IS)V, sun/misc/Unsafe, putShortVolatile, (Ljava/lang/Object;JS)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getByte, (I)B, sun/misc/Unsafe, getByte, (Ljava/lang/Object;J)B, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putByte, (IB)V, sun/misc/Unsafe, putByte, (Ljava/lang/Object;JB)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getBytes, (I[BII)I, sun/misc/Unsafe, copyMemory, (Ljava/lang/Object;JLjava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getBytes, (ILjava/nio/ByteBuffer;I)I, sun/misc/Unsafe, copyMemory, (Ljava/lang/Object;JLjava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putBytes, (I[BII)I, sun/misc/Unsafe, copyMemory, (Ljava/lang/Object;JLjava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putBytes, (ILjava/nio/ByteBuffer;II)I, sun/misc/Unsafe, copyMemory, (Ljava/lang/Object;JLjava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putBytes, (ILorg/fusesource/lmdbjni/DirectBuffer;II)V, sun/misc/Unsafe, copyMemory, (Ljava/lang/Object;JLjava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getString, (I)Lorg/fusesource/lmdbjni/ByteString;, sun/misc/Unsafe, getByte, (Ljava/lang/Object;J)B, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getBoolean, (I)Z, sun/misc/Unsafe, getBoolean, (Ljava/lang/Object;J)Z, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putBoolean, (IZ)V, sun/misc/Unsafe, putBoolean, (Ljava/lang/Object;JZ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, getChar, (I)C, sun/misc/Unsafe, getChar, (Ljava/lang/Object;J)C, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, putChar, (IC)V, sun/misc/Unsafe, putInt, (Ljava/lang/Object;JI)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/DirectBuffer, <clinit>, ()V, sun/misc/Unsafe, arrayBaseOffset, (Ljava/lang/Class;)I, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/NativeBuffer, write, (J[BII)V, sun/misc/Unsafe, copyMemory, (Ljava/lang/Object;JLjava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/NativeBuffer, read, (J[BII)V, sun/misc/Unsafe, copyMemory, (Ljava/lang/Object;JLjava/lang/Object;JJ)V, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/Unsafe, getAddress, (JI)J, sun/misc/Unsafe, getAddress, (J)J, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
org/fusesource/lmdbjni/Unsafe, getLong, (JI)J, sun/misc/Unsafe, getLong, (J)J, org.deephacks.lmdbjni, lmdbjni, 0.4.0, 55262, jar
